Number,Title,Company,City,State,Zip,Country,Salary,MinSalary,MaxSalary,AvgSalary,Rating,Summary,Website,Type of Job,Level of Job,,
107,Data Science Intern,Danfoss,Ames,IA,,USA,0.00,0.00,0.00,0.00,3.8," Basic, practical understanding of data structures, statistics, and computer science.Work with Danfoss to develop cutting edge data science solutions to real‚Ä¶",Indeed.com,Data Scientist,Intern,,
108,Data Engineer,Verimatrix,,,,USA,0.00,0.00,0.00,0.00,," Verimatrix, Inc. has an opening for a Data Engineer at its facility in San Diego, CA to design and develop software and data pipelines for managing premium‚Ä¶",Indeed.com,Data Engineer,,,
109,Intern - Data Science and Visualization,Fulton Financial Corporation,Lancaster,PA,,USA,0.00,0.00,0.00,0.00,3.3," Possible areas of interest include: data architecture, data engineering, data analytics, Big Data, data visualization data quality, SQL, data governance, data‚Ä¶",Indeed.com,Data Scientist,Intern,,
110,ICI Analytics Data Scientist,Ford Motor Company,Dearborn,MI,48126,USA,0.00,0.00,0.00,0.00,4.2," Formal training in a quantitative research field such as: Statistics, Biostatistics, Econometrics, Operations Research, Computer Science, Demography / Actuarial‚Ä¶",Indeed.com,Data Analyst,,,
111,Jr. Machine Learning/Data science,People tech group,,,,USA,0.00,0.00,0.00,0.00,3.8," Machine Learning/ Data Science Engineer*.We are seeking a Data Scientist with machine learning, analytical, communication, and project management skills to‚Ä¶",Indeed.com,AI/ML,Entry Level,,
112,Data Scientist,OneGlobe LLC,,,,USA,0.00,0.00,0.00,0.00,, Data Science/Machine Learning work related to the project.What You'll Get to Do as a Data Scientist:Our team is seeking a talented Data Scientist to work in‚Ä¶,Indeed.com,Data Scientist,,,
113,Data Warehouse Engineer,Quicken Loans,,,,USA,0.00,0.00,0.00,0.00,3.8, Monitor and troubleshoot data issues on data warehouse servers.Establish documentation of reports and data definitions.,Indeed.com,Data Engineer,,,
114,Summer Research Trainee in Biomedical Big Data Science,"Ma'ayan Laboratory, Icahn School of Medicine at Mo...",New York,NY,10029,USA,"$8,000 a month",96000.00,0.00,48000.00,, The Ma‚Äôayan Laboratory of Computational Systems Biology at the Icahn School of Medicine at Mount Sinai in New York City is currently accepting applications for‚Ä¶,Indeed.com,Big Data Engineer,,,
115,2020 Summer Internship - Data Science,Domino's,Ann Arbor,MI,48106,USA,0.00,0.00,0.00,0.00,3.6," Domino‚Äôs Pizza, which began in 1960 as a single store location in Ypsilanti, MI, has had a lot to celebrate lately:Minimum cumulative 3.0 GPA on a 4.0 scale.",Indeed.com,Data Scientist,Intern,,
116,"Data Scientist - Deloitte (Remote, Freelance/Contract)",Experfy,,,,USA,$85 - $150 an hour,173400.00,306000.00,239700.00,, Present information using data visualization techniques.And draw insights from large data sets.Identify valuable data sources and automate collection‚Ä¶,Indeed.com,Data Scientist,,,
117,Data Scientist,Aegis Premier Technologies,,,,USA,0.00,0.00,0.00,0.00,," Data science: 2 years (Required).The Data Scientist will help us design, create and deliver products driven from vast consumer data resources.",Indeed.com,Data Scientist,,,
118,Associate Data Scientist,Schnucks,St. Louis,MO,63146,USA,0.00,0.00,0.00,0.00,3.5," Bachelor's degree in Statistics, Data Analytics, Data Science, or closely related;Perform analysis using data science techniques on structured and unstructured‚Ä¶",Indeed.com,Data Scientist,Entry Level,,
119,Associate Data Review Scientist,Eurofins Lancaster Laboratories Inc.,Lancaster,PA,,USA,0.00,0.00,0.00,0.00,3.1," Ensure that the client receives quality data by reviewing laboratory data for accuracy, clarity, and adherence to GMP and/or GLP regulations.",Indeed.com,Data Analyst,,,
120,Senior Data Scientist,Intuit,,,,USA,0.00,0.00,0.00,0.00,4.2, Come join Intuit as a senior data scientist in the Small Business and Self-Employed Group (SBSEG) Data Science & Analytics team.,Indeed.com,Data Scientist,Senior,,
121,"Manager, Data Science & Engineering",BankUnited,,,,USA,0.00,0.00,0.00,0.00,3.8," Solid knowledge of current technology data architecture, particularly data lakes and cloud environments.Mines data sets and leverages advanced analytics /‚Ä¶",Indeed.com,Data Engineer,,,
122,Sr. Data Engineer-Analytics,"NetNumber, Inc.",,,,USA,0.00,0.00,0.00,0.00,, The Sr. Data Engineer-Analytics will fully comprehend details of existing mobility/telecom market problem in support of solution architecture and design.,Indeed.com,Data Engineer,Senior,,
123,Data Engineer,Spectrum Communications & Consulting Inc.,,,,USA,0.00,0.00,0.00,0.00,5, Experience with data mining and data cleaning.Planning query efficient data store schemas with respect to the data requirements of our internal data warehouse.,Indeed.com,Data Engineer,,,
124,Data Science Manager,Domino's,Ann Arbor,MI,48106,USA,0.00,0.00,0.00,0.00,3.6," Master‚Äôs degree (or Bachelor‚Äôs degree with equivalent experience) in a quantitative science such as statistics, mathematics, computer science, engineering, etc.",Indeed.com,Data Scientist,Mid Level,,
125,"Senior Analyst, Data Science Integrations",Wayfair,,,,USA,0.00,0.00,0.00,0.00,3.3," The team focuses on optimizing Wayfair s merchandising processes by defining a problem, building enablement of data science models to be integrated into‚Ä¶",Indeed.com,Data Analyst,Senior,,
126,Senior Software Engineer (Data Science),Future Technology Staffing,,,,USA,$62.50 an hour,127500.00,0.00,63750.00,, Develop and/or configure software related to the data science process.Ability to Identify and execute best practices and optimizations for data science‚Ä¶,Indeed.com,Data Engineer,Senior,,
127,"Data Scientist - Deloitte (Remote, Freelance/Contract)",Experfy,,,,USA,$85 - $150 an hour,173400.00,306000.00,239700.00,, Science or another quantitative field.Data Processing: 2 years (Preferred).And draw insights from large data sets.Salary: $85.00 to $150.00 /hour.,Indeed.com,Data Scientist,,,
128,Machine Learning Engineer,Triplebyte,,,,USA,"$125,000 - $190,000 a year",125000.00,190000.00,157500.00,," For any company building software, this is crucial for success.We have a novel dataset of candidate profiles and interview outcomes from our candidate‚Ä¶",Indeed.com,AI/ML,,,
129,Data Management Analyst,FCA,Detroit,MI,48226,USA,0.00,0.00,0.00,0.00,4, Ensure a robust data environment is assembled and maintained with the recognized gold-sources of data.Ownership of data standards and validation processes.,Indeed.com,Data Analyst,,,
130,Data Scientist 10774 (NO C2C),Production Modeling Corporation,Auburn Hills,MI,,USA,0.00,0.00,0.00,0.00,," Big data streaming frameworks, data processing and real-time: 2 years (Required).2+ years of experience in big data streaming frameworks, data processing and‚Ä¶",Indeed.com,Data Scientist,,,
131,2020 Summer College Intern - Data Science Intern,Gulfstream Aerospace,Savannah,GA,,USA,0.00,0.00,0.00,0.00,4," Experience with data science technologies required.Currently enrolled in a bachelors or graduate program for computer science, data science, statistics, or‚Ä¶",Indeed.com,Data Scientist,Intern,,
132,Data Scientist,Dow Technologies and Systems,United,PA,,USA,0.00,0.00,0.00,0.00,, 2+ experience as data scientist working on various data science projects.Research/Computer Science or related field.Generate and test working Hypothesis.,Indeed.com,Data Scientist,,,
133,Commercial Finances Manager DATA SCIENCES,Publicis Media,Detroit,MI,48226,USA,0.00,0.00,0.00,0.00,3.3," In this global role, the candidate will support the global Data Sciences Commercial lead with scaling commercial models for Data Sciences services, ensuring‚Ä¶",Indeed.com,Data Scientist,Mid Level,,
134,DataOps Engineer - Data Science and Clinical Trials,Origent Data Sciences,Washington,DC,20009,USA,"$105,000 - $120,000 a year",105000.00,120000.00,112500.00,," A bachelor‚Äôs or master's degree in computer science, engineering, data science, a related field or equivalent experience, and have proven curiosity in data‚Ä¶",Indeed.com,Data Engineer,,,
135,Director Integrated Data Science,UPMC,,,,USA,0.00,0.00,0.00,0.00,3.7," Demonstrated knowledge of programming expertise necessary to support data modeling.Demonstrated knowledge of advanced modeling techniques, including data‚Ä¶",Indeed.com,Data Scientist,Senior,,
136,Data Scientist / Economist,eBay Inc.,,,,USA,0.00,0.00,0.00,0.00,3.9," Recent graduate or currently graduating Masters or PhD of a science (e.g. mathematics, physics, engineering, statistics) or quantitative social science program ‚Ä¶",Indeed.com,Data Scientist,,,
137,Data Science - New College Graduate,Wealthfront,Palo Alto,CA,94301,USA,0.00,0.00,0.00,0.00,," As a Data Scientist in Wealthfront‚Äôs Data Science organization, you‚Äôll be responsible for improving the quality of our decisions using data and the scientific‚Ä¶",Indeed.com,Data Scientist,Entry Level,,
138,Data Science Intern,Bayer,Chesterfield,MO,,USA,0.00,0.00,0.00,0.00,4.2," The primary responsibilities of this role, Data Science Intern, are to:Job Segment: Chemistry, Intern, Database, Biochemistry, Biotech, Science, Entry Level,‚Ä¶",Indeed.com,Data Scientist,Intern,,
139,Artificial Intelligence (AI) Associate - Data Scientist,Penn State University,University Park,PA,,USA,0.00,0.00,0.00,0.00,4.3," Specifically, the Data Scientist will research state-of-the-art algorithms in machine learning to identify viable project approaches, design prototypes that‚Ä¶",Indeed.com,AI/ML,Mid Level,,
140,Data Scientist,Adavance2,,,,USA,0.00,0.00,0.00,0.00,, Experience with data visualization is a plus.You will be working alongside a small cross-functional team of Engineers and Data Scientists.,Indeed.com,Data Scientist,,,
141,"Data Scientist - Deloitte (Remote, Freelance/Contract)",Experfy,,,,USA,$85 - $150 an hour,173400.00,306000.00,239700.00,, Data Processing: 2 years (Preferred).Present information using data visualization techniques.And draw insights from large data sets.,Indeed.com,Data Scientist,,,
142,Senior Data Engineer,Darling Consulting Group,,,,USA,0.00,0.00,0.00,0.00,," Enable data science organization, business groups, and engineering teams to build analytics quickly and effectively.This Job Is Ideal for Someone Who Is:",Indeed.com,Data Engineer,Senior,,
143,Senior Data Warehouse Engineer,MileOne Autogroup,,,,USA,0.00,0.00,0.00,0.00,2.8," Must have at least 5 years‚Äô experience with data management and data warehousing.Design, implementation, and maintain company‚Äôs data backend technologies.",Indeed.com,Data Engineer,Senior,,
144,Entry Level Data Scientist,IBM,,,,USA,0.00,0.00,0.00,0.00,3.9," Armed with data, modeling expertise, and analytic results, the data scientist communicates conclusions and recommendations to stakeholders in an organization's‚Ä¶",Indeed.com,Data Scientist,Entry Level,,
145,"Data Scientist, Content Platform",Spotify,New York,NY,10011,USA,0.00,0.00,0.00,0.00,4.3," We‚Äôre looking for Data Scientists to join us at multiple levels.You have 4+ years of relevant experience, with a degree in statistics, mathematics, computer‚Ä¶",Indeed.com,Data Scientist,,,
146,2020 Intern - Data Scientist,IBM,,,,USA,0.00,0.00,0.00,0.00,3.9," Data analytics including identifying, retrieving, manipulating, relating and exploiting multiple structured and unstructured data sets from various sources‚Ä¶",Indeed.com,Data Scientist,Intern,,
147,Associate Data Scientist SNKRS,Nike,New York,NY,10011,USA,0.00,0.00,0.00,0.00,4.2," Use contemporary data science and analytics methods and tools to derive actionable business insights.Master big data fundamentals: gather, clean, and validate‚Ä¶",Indeed.com,Data Scientist,,,
148,Data Science and Strategy Extern,Impossible Foods,Redwood City,CA,,USA,0.00,0.00,0.00,0.00,3.6," Externs are expected to join for a fixed 3-6 month term, after which we may mutually agree to transition to a permanent position.",Indeed.com,Data Scientist,,,
149,Data Science Internship (Graduate),CVS Health,New York,NY,,USA,0.00,0.00,0.00,0.00,3.4," Preferred/relevant majors include Statistics/Biostatistics, Mathematics, Computer Science, Data Science/Health Data Science, Engineering.",Indeed.com,Data Scientist,Intern,,
150,Jr. Machine Learning/Data science,People tech group,,,,USA,0.00,0.00,0.00,0.00,3.8," We are seeking a Data Scientist with machine learning, analytical, communication, and project management skills to join our team.C. AWS/Azure is a plus.",Indeed.com,AI/ML,Entry Level,,
151,Jr. Machine Learning/Data science,People tech group,,,,USA,0.00,0.00,0.00,0.00,3.8," Job Title: Jr. Machine Learning/ Data Science Engineer*.We are seeking a Data Scientist with machine learning, analytical, communication, and project‚Ä¶",Indeed.com,AI/ML,Entry Level,,
152,Group Manager - Data Science,Intuit,,,,USA,0.00,0.00,0.00,0.00,4.2," Provides leadership in advanced engineering, data science and analytics in the development of current or future products or technologies.",Indeed.com,Data Scientist,Mid Level,,
153,"Data Scientist - Deloitte (Remote, Freelance/Contract)",Experfy,,,,USA,$85 - $150 an hour,173400.00,306000.00,239700.00,, Data Processing: 2 years (Preferred).Data Analytics: 2 years (Preferred).Undertake preprocessing of structured and unstructured data.,Indeed.com,Data Scientist,,,
154,Tech Intern - Data Scientist,Comcast,,,,USA,0.00,0.00,0.00,0.00,3.7," Data science, data analytics, machine learning, artificial intelligence, big data.Field of Study ‚Äì Computer Science; Information Science; Information Science‚Ä¶",Indeed.com,Data Scientist,Intern,,
155,Data Science Intern,LexisNexis SA,Raleigh,NC,,USA,0.00,0.00,0.00,0.00,3.7, Meet with stakeholders to understand data science requirements.Build statistical models and push them into production.,Indeed.com,Data Scientist,Intern,,
